timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-11-08T15:42:57,partial-model-merging,c469539e-f362-4af7-825b-45a297f4d837,0.0227682590484619,8.994216592979172e-08,0.0039503312808568,0.0,27.129,23.52173852920532,0,1.2543180763721465e-07,1.0637789836740316e-07,2.3180970600461781e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T16:34:18,partial-model-merging,ac474b32-eb0c-438f-bdce-94352a1b603c,2939.3377866744995,0.0553929897860425,0.0188453977753652,0.0,129.174,23.52173852920532,0,0.1221878172443002,0.0191208301690736,0.1413086474133738,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T16:55:34,partial-model-merging,a2b61d87-a3a5-4ffb-8c43-37a85347241f,0.0285522937774658,9.544827045928569e-08,0.0033429282846135,0.0,27.7,23.52173852920532,0,1.3522455427381726e-07,1.0826593159170746e-07,2.434904858655247e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T18:23:19,partial-model-merging,54aa2196-7e12-4d10-85e8-4d24e8e7efff,4316.195420503616,0.0796272145699917,0.0184484729750027,0.0,170.387,23.52173852920532,0,0.1865562409712911,0.028072369729495,0.2146286107007862,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T21:16:09,partial-model-merging,a587171f-3dc5-4586-92d4-e8c42e6a1245,10340.068935394287,0.1544023846289283,0.0149324328100372,0.0,163.357,23.52173852920532,0,0.4313559445569543,0.0667162639234599,0.4980722084804141,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T22:52:18,partial-model-merging,9851b5e8-4271-4fd9-bef6-6e19446aa803,5763.688169717789,0.0823298509110566,0.0142842305979728,0.0,165.006,23.52173852920532,0,0.2435072626952891,0.0374819895608768,0.2809892522561661,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T22:52:23,partial-model-merging,79af4ba7-c6a0-4351-b130-cbd86cb77ac4,0.0157949924468994,6.962137425092765e-08,0.0044078130765168,0.0,55.788,23.52173852920532,0,1.680013966560364e-07,6.961421512187371e-08,2.376156117779101e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72463607788086,machine,N
2023-11-08T23:10:01,partial-model-merging,658af615-bad1-4bb6-9d44-e7415be84138,0.058427095413208,1.5509437473615017e-07,0.0026544940089746,0.0,27.39,24.08625,0,3.898017744223277e-07,1.5059674382209778e-07,5.403985182444255e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,1,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,64.23,machine,N
2023-11-08T23:19:31,partial-model-merging,dd2a8a85-1464-41c0-a6d8-2b812e3222c2,0.0563464164733886,1.5562589019944277e-07,0.002761948317919,0.0,27.604,24.08625,0,3.9057860056559243e-07,1.516718879342079e-07,5.422504884998003e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,1,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,64.23,machine,N
2023-11-08T23:19:50,partial-model-merging,9c61d1ca-7738-4a26-83f9-da5ee9279fba,0.0617439746856689,1.5113582115211422e-07,0.0024477825070628,0.0,27.766,24.08625,0,4.316212922996945e-07,9.498435631394389e-08,5.266056486136383e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,1,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,64.23,machine,N
2023-11-08T23:20:46,partial-model-merging,ae6719f4-44d0-44ae-8803-25a0997b85eb,0.0542359352111816,1.502454789042473e-07,0.0027702201191742,0.0,27.54,24.08625,0,3.706223845481872e-07,1.5288102626800537e-07,5.235034108161926e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,1,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,64.23,machine,N
2023-11-08T23:21:05,partial-model-merging,ff29c1d1-a99d-4764-b11d-b3cfe778d0a0,0.0633807182312011,1.5276355734755597e-07,0.0024102528593996,0.0,27.651000000000003,24.08625,0,4.368509850899379e-07,9.542621821165084e-08,5.322772033015887e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.35,3.10.12,1,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,64.23,machine,N
